test.group,train.groups,atoms,test.fold,seed,n.train.atoms,iteration,task_id,classif.ce,algorithm,n.train,n.test
395,other,936.9,2,1,405,687,CanadaFires_downSampled,0.177777777777778,cv_glmnet,401,45
395,other,936.9,2,1,936.9,688,CanadaFires_downSampled,0.133333333333333,cv_glmnet,936,45
395,other,936.9,2,2,101.25,689,CanadaFires_downSampled,0.2,cv_glmnet,98,45
395,other,936.9,2,2,202.5,690,CanadaFires_downSampled,0.133333333333333,cv_glmnet,199,45
395,other,936.9,2,2,405,691,CanadaFires_downSampled,0.133333333333333,cv_glmnet,401,45
395,other,936.9,2,2,936.9,692,CanadaFires_downSampled,0.155555555555556,cv_glmnet,936,45
395,other,936.9,2,3,101.25,693,CanadaFires_downSampled,0.2,cv_glmnet,98,45
395,other,936.9,2,3,202.5,694,CanadaFires_downSampled,0.177777777777778,cv_glmnet,199,45
395,other,936.9,2,3,405,695,CanadaFires_downSampled,0.155555555555556,cv_glmnet,401,45
395,other,936.9,2,3,936.9,696,CanadaFires_downSampled,0.155555555555556,cv_glmnet,936,45
306,other,1083.6,3,1,64.575,697,CanadaFires_downSampled,0.103448275862069,cv_glmnet,64,29
306,other,1083.6,3,1,129.15,698,CanadaFires_downSampled,0.103448275862069,cv_glmnet,128,29
306,other,1083.6,3,1,258.3,699,CanadaFires_downSampled,0.103448275862069,cv_glmnet,256,29
306,other,1083.6,3,1,1083.6,700,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1083,29
306,other,1083.6,3,2,64.575,701,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,3,2,129.15,702,CanadaFires_downSampled,0.137931034482759,cv_glmnet,128,29
306,other,1083.6,3,2,258.3,703,CanadaFires_downSampled,0.103448275862069,cv_glmnet,256,29
306,other,1083.6,3,2,1083.6,704,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1083,29
306,other,1083.6,3,3,64.575,705,CanadaFires_downSampled,0.137931034482759,cv_glmnet,64,29
306,other,1083.6,3,3,129.15,706,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,3,3,258.3,707,CanadaFires_downSampled,0.137931034482759,cv_glmnet,256,29
306,other,1083.6,3,3,1083.6,708,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1083,29
326,other,936.9,3,1,101.25,709,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,98,45
326,other,936.9,3,1,202.5,710,CanadaFires_downSampled,0.111111111111111,cv_glmnet,199,45
326,other,936.9,3,1,405,711,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,401,45
326,other,936.9,3,1,936.9,712,CanadaFires_downSampled,0.111111111111111,cv_glmnet,936,45
326,other,936.9,3,2,101.25,713,CanadaFires_downSampled,0.155555555555556,cv_glmnet,98,45
326,other,936.9,3,2,202.5,714,CanadaFires_downSampled,0.133333333333333,cv_glmnet,199,45
326,other,936.9,3,2,405,715,CanadaFires_downSampled,0.111111111111111,cv_glmnet,401,45
326,other,936.9,3,2,936.9,716,CanadaFires_downSampled,0.111111111111111,cv_glmnet,936,45
326,other,936.9,3,3,101.25,717,CanadaFires_downSampled,0.177777777777778,cv_glmnet,98,45
326,other,936.9,3,3,202.5,718,CanadaFires_downSampled,0.244444444444444,cv_glmnet,199,45
326,other,936.9,3,3,405,719,CanadaFires_downSampled,0.111111111111111,cv_glmnet,401,45
326,other,936.9,3,3,936.9,720,CanadaFires_downSampled,0.111111111111111,cv_glmnet,936,45
329,other,1068.3,3,1,68.4,721,CanadaFires_downSampled,0.354838709677419,cv_glmnet,65,31
329,other,1068.3,3,1,136.8,722,CanadaFires_downSampled,0.32258064516129,cv_glmnet,134,31
329,other,1068.3,3,1,273.6,723,CanadaFires_downSampled,0.258064516129032,cv_glmnet,271,31
329,other,1068.3,3,1,1068.3,724,CanadaFires_downSampled,0.258064516129032,cv_glmnet,1068,31
329,other,1068.3,3,2,68.4,725,CanadaFires_downSampled,0.419354838709677,cv_glmnet,65,31
329,other,1068.3,3,2,136.8,726,CanadaFires_downSampled,0.258064516129032,cv_glmnet,134,31
329,other,1068.3,3,2,273.6,727,CanadaFires_downSampled,0.32258064516129,cv_glmnet,271,31
329,other,1068.3,3,2,1068.3,728,CanadaFires_downSampled,0.258064516129032,cv_glmnet,1068,31
329,other,1068.3,3,3,68.4,729,CanadaFires_downSampled,0.354838709677419,cv_glmnet,65,31
329,other,1068.3,3,3,136.8,730,CanadaFires_downSampled,0.32258064516129,cv_glmnet,134,31
329,other,1068.3,3,3,273.6,731,CanadaFires_downSampled,0.354838709677419,cv_glmnet,271,31
329,other,1068.3,3,3,1068.3,732,CanadaFires_downSampled,0.258064516129032,cv_glmnet,1068,31
395,other,936.9,3,1,101.25,733,CanadaFires_downSampled,0.2,cv_glmnet,98,45
395,other,936.9,3,1,202.5,734,CanadaFires_downSampled,0.2,cv_glmnet,199,45
395,other,936.9,3,1,405,735,CanadaFires_downSampled,0.2,cv_glmnet,401,45
395,other,936.9,3,1,936.9,736,CanadaFires_downSampled,0.177777777777778,cv_glmnet,936,45
395,other,936.9,3,2,101.25,737,CanadaFires_downSampled,0.244444444444444,cv_glmnet,98,45
395,other,936.9,3,2,202.5,738,CanadaFires_downSampled,0.244444444444444,cv_glmnet,199,45
395,other,936.9,3,2,405,739,CanadaFires_downSampled,0.244444444444444,cv_glmnet,401,45
395,other,936.9,3,2,936.9,740,CanadaFires_downSampled,0.155555555555556,cv_glmnet,936,45
395,other,936.9,3,3,101.25,741,CanadaFires_downSampled,0.222222222222222,cv_glmnet,98,45
395,other,936.9,3,3,202.5,742,CanadaFires_downSampled,0.2,cv_glmnet,199,45
395,other,936.9,3,3,405,743,CanadaFires_downSampled,0.177777777777778,cv_glmnet,401,45
395,other,936.9,3,3,936.9,744,CanadaFires_downSampled,0.177777777777778,cv_glmnet,936,45
306,other,1083.6,4,1,64.575,745,CanadaFires_downSampled,0.137931034482759,cv_glmnet,64,29
306,other,1083.6,4,1,129.15,746,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,4,1,258.3,747,CanadaFires_downSampled,0.172413793103448,cv_glmnet,256,29
306,other,1083.6,4,1,1083.6,748,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1083,29
306,other,1083.6,4,2,64.575,749,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,4,2,129.15,750,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,4,2,258.3,751,CanadaFires_downSampled,0.172413793103448,cv_glmnet,256,29
306,other,1083.6,4,2,1083.6,752,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1083,29
306,other,1083.6,4,3,64.575,753,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,4,3,129.15,754,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,4,3,258.3,755,CanadaFires_downSampled,0.172413793103448,cv_glmnet,256,29
306,other,1083.6,4,3,1083.6,756,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1083,29
326,other,936.9,4,1,101.25,757,CanadaFires_downSampled,0.133333333333333,cv_glmnet,98,45
326,other,936.9,4,1,202.5,758,CanadaFires_downSampled,0.155555555555556,cv_glmnet,199,45
326,other,936.9,4,1,405,759,CanadaFires_downSampled,0.133333333333333,cv_glmnet,401,45
326,other,936.9,4,1,936.9,760,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,936,45
326,other,936.9,4,2,101.25,761,CanadaFires_downSampled,0.155555555555556,cv_glmnet,98,45
326,other,936.9,4,2,202.5,762,CanadaFires_downSampled,0.133333333333333,cv_glmnet,199,45
326,other,936.9,4,2,405,763,CanadaFires_downSampled,0.111111111111111,cv_glmnet,401,45
326,other,936.9,4,2,936.9,764,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,936,45
326,other,936.9,4,3,101.25,765,CanadaFires_downSampled,0.155555555555556,cv_glmnet,98,45
326,other,936.9,4,3,202.5,766,CanadaFires_downSampled,0.133333333333333,cv_glmnet,199,45
326,other,936.9,4,3,405,767,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,401,45
326,other,936.9,4,3,936.9,768,CanadaFires_downSampled,0.111111111111111,cv_glmnet,936,45
329,other,1068.3,4,1,68.4,769,CanadaFires_downSampled,0.129032258064516,cv_glmnet,65,31
329,other,1068.3,4,1,136.8,770,CanadaFires_downSampled,0.0967741935483871,cv_glmnet,134,31
329,other,1068.3,4,1,273.6,771,CanadaFires_downSampled,0.129032258064516,cv_glmnet,271,31
329,other,1068.3,4,1,1068.3,772,CanadaFires_downSampled,0.0645161290322581,cv_glmnet,1068,31
329,other,1068.3,4,2,68.4,773,CanadaFires_downSampled,0.161290322580645,cv_glmnet,65,31
329,other,1068.3,4,2,136.8,774,CanadaFires_downSampled,0.129032258064516,cv_glmnet,134,31
329,other,1068.3,4,2,273.6,775,CanadaFires_downSampled,0.161290322580645,cv_glmnet,271,31
329,other,1068.3,4,2,1068.3,776,CanadaFires_downSampled,0.0645161290322581,cv_glmnet,1068,31
329,other,1068.3,4,3,68.4,777,CanadaFires_downSampled,0.161290322580645,cv_glmnet,65,31
329,other,1068.3,4,3,136.8,778,CanadaFires_downSampled,0.258064516129032,cv_glmnet,134,31
329,other,1068.3,4,3,273.6,779,CanadaFires_downSampled,0.129032258064516,cv_glmnet,271,31
329,other,1068.3,4,3,1068.3,780,CanadaFires_downSampled,0.0967741935483871,cv_glmnet,1068,31
395,other,936.9,4,1,101.25,781,CanadaFires_downSampled,0.222222222222222,cv_glmnet,98,45
395,other,936.9,4,1,202.5,782,CanadaFires_downSampled,0.288888888888889,cv_glmnet,199,45
395,other,936.9,4,1,405,783,CanadaFires_downSampled,0.311111111111111,cv_glmnet,401,45
395,other,936.9,4,1,936.9,784,CanadaFires_downSampled,0.266666666666667,cv_glmnet,936,45
395,other,936.9,4,2,101.25,785,CanadaFires_downSampled,0.311111111111111,cv_glmnet,98,45
395,other,936.9,4,2,202.5,786,CanadaFires_downSampled,0.266666666666667,cv_glmnet,199,45
395,other,936.9,4,2,405,787,CanadaFires_downSampled,0.333333333333333,cv_glmnet,401,45
395,other,936.9,4,2,936.9,788,CanadaFires_downSampled,0.266666666666667,cv_glmnet,936,45
395,other,936.9,4,3,101.25,789,CanadaFires_downSampled,0.311111111111111,cv_glmnet,98,45
395,other,936.9,4,3,202.5,790,CanadaFires_downSampled,0.311111111111111,cv_glmnet,199,45
395,other,936.9,4,3,405,791,CanadaFires_downSampled,0.311111111111111,cv_glmnet,401,45
395,other,936.9,4,3,936.9,792,CanadaFires_downSampled,0.311111111111111,cv_glmnet,936,45
306,other,1083.6,5,1,64.575,793,CanadaFires_downSampled,0.241379310344828,cv_glmnet,64,29
306,other,1083.6,5,1,129.15,794,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,5,1,258.3,795,CanadaFires_downSampled,0.206896551724138,cv_glmnet,257,29
306,other,1083.6,5,1,1083.6,796,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
306,other,1083.6,5,2,64.575,797,CanadaFires_downSampled,0.206896551724138,cv_glmnet,64,29
306,other,1083.6,5,2,129.15,798,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,5,2,258.3,799,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,5,2,1083.6,800,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
306,other,1083.6,5,3,64.575,801,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,5,3,129.15,802,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,5,3,258.3,803,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,5,3,1083.6,804,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
326,other,936.9,5,1,101.25,805,CanadaFires_downSampled,0.133333333333333,cv_glmnet,99,45
326,other,936.9,5,1,202.5,806,CanadaFires_downSampled,0.111111111111111,cv_glmnet,200,45
326,other,936.9,5,1,405,807,CanadaFires_downSampled,0.111111111111111,cv_glmnet,402,45
326,other,936.9,5,1,936.9,808,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,937,45
326,other,936.9,5,2,101.25,809,CanadaFires_downSampled,0.111111111111111,cv_glmnet,99,45
326,other,936.9,5,2,202.5,810,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,200,45
326,other,936.9,5,2,405,811,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,402,45
326,other,936.9,5,2,936.9,812,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,937,45
326,other,936.9,5,3,101.25,813,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,99,45
326,other,936.9,5,3,202.5,814,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,200,45
326,other,936.9,5,3,405,815,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,402,45
326,other,936.9,5,3,936.9,816,CanadaFires_downSampled,0.0888888888888889,cv_glmnet,937,45
329,other,1068.3,5,1,68.4,817,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,65,30
329,other,1068.3,5,1,136.8,818,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,134,30
329,other,1068.3,5,1,273.6,819,CanadaFires_downSampled,0.1,cv_glmnet,271,30
329,other,1068.3,5,1,1068.3,820,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
329,other,1068.3,5,2,68.4,821,CanadaFires_downSampled,0.333333333333333,cv_glmnet,65,30
329,other,1068.3,5,2,136.8,822,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,134,30
329,other,1068.3,5,2,273.6,823,CanadaFires_downSampled,0.166666666666667,cv_glmnet,271,30
329,other,1068.3,5,2,1068.3,824,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
329,other,1068.3,5,3,68.4,825,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,65,30
329,other,1068.3,5,3,136.8,826,CanadaFires_downSampled,0.133333333333333,cv_glmnet,134,30
329,other,1068.3,5,3,273.6,827,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,271,30
329,other,1068.3,5,3,1068.3,828,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
395,other,936.9,5,1,101.25,829,CanadaFires_downSampled,0.2,cv_glmnet,99,45
395,other,936.9,5,1,202.5,830,CanadaFires_downSampled,0.2,cv_glmnet,200,45
395,other,936.9,5,1,405,831,CanadaFires_downSampled,0.244444444444444,cv_glmnet,402,45
395,other,936.9,5,1,936.9,832,CanadaFires_downSampled,0.266666666666667,cv_glmnet,937,45
395,other,936.9,5,2,101.25,833,CanadaFires_downSampled,0.355555555555556,cv_glmnet,99,45
395,other,936.9,5,2,202.5,834,CanadaFires_downSampled,0.333333333333333,cv_glmnet,200,45
395,other,936.9,5,2,405,835,CanadaFires_downSampled,0.311111111111111,cv_glmnet,402,45
395,other,936.9,5,2,936.9,836,CanadaFires_downSampled,0.222222222222222,cv_glmnet,937,45
395,other,936.9,5,3,101.25,837,CanadaFires_downSampled,0.222222222222222,cv_glmnet,99,45
395,other,936.9,5,3,202.5,838,CanadaFires_downSampled,0.177777777777778,cv_glmnet,200,45
395,other,936.9,5,3,405,839,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
395,other,936.9,5,3,936.9,840,CanadaFires_downSampled,0.222222222222222,cv_glmnet,937,45
306,other,1083.6,6,1,64.575,841,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,6,1,129.15,842,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,6,1,258.3,843,CanadaFires_downSampled,0.206896551724138,cv_glmnet,257,29
306,other,1083.6,6,1,1083.6,844,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
306,other,1083.6,6,2,64.575,845,CanadaFires_downSampled,0.310344827586207,cv_glmnet,64,29
306,other,1083.6,6,2,129.15,846,CanadaFires_downSampled,0.206896551724138,cv_glmnet,128,29
306,other,1083.6,6,2,258.3,847,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,6,2,1083.6,848,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
306,other,1083.6,6,3,64.575,849,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,6,3,129.15,850,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,6,3,258.3,851,CanadaFires_downSampled,0.206896551724138,cv_glmnet,257,29
306,other,1083.6,6,3,1083.6,852,CanadaFires_downSampled,0.172413793103448,cv_glmnet,1084,29
326,other,936.9,6,1,101.25,853,CanadaFires_downSampled,0.0444444444444444,cv_glmnet,99,45
326,other,936.9,6,1,202.5,854,CanadaFires_downSampled,0.2,cv_glmnet,200,45
326,other,936.9,6,1,405,855,CanadaFires_downSampled,0.111111111111111,cv_glmnet,402,45
326,other,936.9,6,1,936.9,856,CanadaFires_downSampled,0.133333333333333,cv_glmnet,937,45
326,other,936.9,6,2,101.25,857,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,99,45
326,other,936.9,6,2,202.5,858,CanadaFires_downSampled,0.133333333333333,cv_glmnet,200,45
326,other,936.9,6,2,405,859,CanadaFires_downSampled,0.133333333333333,cv_glmnet,402,45
326,other,936.9,6,2,936.9,860,CanadaFires_downSampled,0.177777777777778,cv_glmnet,937,45
326,other,936.9,6,3,101.25,861,CanadaFires_downSampled,0.111111111111111,cv_glmnet,99,45
326,other,936.9,6,3,202.5,862,CanadaFires_downSampled,0.177777777777778,cv_glmnet,200,45
326,other,936.9,6,3,405,863,CanadaFires_downSampled,0.155555555555556,cv_glmnet,402,45
326,other,936.9,6,3,936.9,864,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
329,other,1068.3,6,1,68.4,865,CanadaFires_downSampled,0.233333333333333,cv_glmnet,65,30
329,other,1068.3,6,1,136.8,866,CanadaFires_downSampled,0.2,cv_glmnet,134,30
329,other,1068.3,6,1,273.6,867,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,271,30
329,other,1068.3,6,1,1068.3,868,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,1068,30
329,other,1068.3,6,2,68.4,869,CanadaFires_downSampled,0.2,cv_glmnet,65,30
329,other,1068.3,6,2,136.8,870,CanadaFires_downSampled,0.1,cv_glmnet,134,30
329,other,1068.3,6,2,273.6,871,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,271,30
329,other,1068.3,6,2,1068.3,872,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,1068,30
329,other,1068.3,6,3,68.4,873,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,65,30
329,other,1068.3,6,3,136.8,874,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,134,30
329,other,1068.3,6,3,273.6,875,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,271,30
329,other,1068.3,6,3,1068.3,876,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,1068,30
395,other,936.9,6,1,101.25,877,CanadaFires_downSampled,0.222222222222222,cv_glmnet,99,45
395,other,936.9,6,1,202.5,878,CanadaFires_downSampled,0.244444444444444,cv_glmnet,200,45
395,other,936.9,6,1,405,879,CanadaFires_downSampled,0.266666666666667,cv_glmnet,402,45
395,other,936.9,6,1,936.9,880,CanadaFires_downSampled,0.244444444444444,cv_glmnet,937,45
395,other,936.9,6,2,101.25,881,CanadaFires_downSampled,0.244444444444444,cv_glmnet,99,45
395,other,936.9,6,2,202.5,882,CanadaFires_downSampled,0.244444444444444,cv_glmnet,200,45
395,other,936.9,6,2,405,883,CanadaFires_downSampled,0.288888888888889,cv_glmnet,402,45
395,other,936.9,6,2,936.9,884,CanadaFires_downSampled,0.266666666666667,cv_glmnet,937,45
395,other,936.9,6,3,101.25,885,CanadaFires_downSampled,0.222222222222222,cv_glmnet,99,45
395,other,936.9,6,3,202.5,886,CanadaFires_downSampled,0.244444444444444,cv_glmnet,200,45
395,other,936.9,6,3,405,887,CanadaFires_downSampled,0.244444444444444,cv_glmnet,402,45
395,other,936.9,6,3,936.9,888,CanadaFires_downSampled,0.266666666666667,cv_glmnet,937,45
306,other,1083.6,7,1,64.575,889,CanadaFires_downSampled,0.103448275862069,cv_glmnet,64,29
306,other,1083.6,7,1,129.15,890,CanadaFires_downSampled,0.0689655172413793,cv_glmnet,128,29
306,other,1083.6,7,1,258.3,891,CanadaFires_downSampled,0.103448275862069,cv_glmnet,257,29
306,other,1083.6,7,1,1083.6,892,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1084,29
306,other,1083.6,7,2,64.575,893,CanadaFires_downSampled,0.206896551724138,cv_glmnet,64,29
306,other,1083.6,7,2,129.15,894,CanadaFires_downSampled,0.103448275862069,cv_glmnet,128,29
306,other,1083.6,7,2,258.3,895,CanadaFires_downSampled,0.241379310344828,cv_glmnet,257,29
306,other,1083.6,7,2,1083.6,896,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1084,29
306,other,1083.6,7,3,64.575,897,CanadaFires_downSampled,0.241379310344828,cv_glmnet,64,29
306,other,1083.6,7,3,129.15,898,CanadaFires_downSampled,0.0689655172413793,cv_glmnet,128,29
306,other,1083.6,7,3,258.3,899,CanadaFires_downSampled,0.0689655172413793,cv_glmnet,257,29
306,other,1083.6,7,3,1083.6,900,CanadaFires_downSampled,0.103448275862069,cv_glmnet,1084,29
326,other,936.9,7,1,101.25,901,CanadaFires_downSampled,0.133333333333333,cv_glmnet,99,45
326,other,936.9,7,1,202.5,902,CanadaFires_downSampled,0.177777777777778,cv_glmnet,200,45
326,other,936.9,7,1,405,903,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
326,other,936.9,7,1,936.9,904,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
326,other,936.9,7,2,101.25,905,CanadaFires_downSampled,0.177777777777778,cv_glmnet,99,45
326,other,936.9,7,2,202.5,906,CanadaFires_downSampled,0.133333333333333,cv_glmnet,200,45
326,other,936.9,7,2,405,907,CanadaFires_downSampled,0.155555555555556,cv_glmnet,402,45
326,other,936.9,7,2,936.9,908,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
326,other,936.9,7,3,101.25,909,CanadaFires_downSampled,0.177777777777778,cv_glmnet,99,45
326,other,936.9,7,3,202.5,910,CanadaFires_downSampled,0.155555555555556,cv_glmnet,200,45
326,other,936.9,7,3,405,911,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
326,other,936.9,7,3,936.9,912,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
329,other,1068.3,7,1,68.4,913,CanadaFires_downSampled,0.133333333333333,cv_glmnet,65,30
329,other,1068.3,7,1,136.8,914,CanadaFires_downSampled,0.133333333333333,cv_glmnet,134,30
329,other,1068.3,7,1,273.6,915,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,271,30
329,other,1068.3,7,1,1068.3,916,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
329,other,1068.3,7,2,68.4,917,CanadaFires_downSampled,0.133333333333333,cv_glmnet,65,30
329,other,1068.3,7,2,136.8,918,CanadaFires_downSampled,0.1,cv_glmnet,134,30
329,other,1068.3,7,2,273.6,919,CanadaFires_downSampled,0.1,cv_glmnet,271,30
329,other,1068.3,7,2,1068.3,920,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
329,other,1068.3,7,3,68.4,921,CanadaFires_downSampled,0.133333333333333,cv_glmnet,65,30
329,other,1068.3,7,3,136.8,922,CanadaFires_downSampled,0.133333333333333,cv_glmnet,134,30
329,other,1068.3,7,3,273.6,923,CanadaFires_downSampled,0.1,cv_glmnet,271,30
329,other,1068.3,7,3,1068.3,924,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,1068,30
395,other,936.9,7,1,101.25,925,CanadaFires_downSampled,0.222222222222222,cv_glmnet,99,45
395,other,936.9,7,1,202.5,926,CanadaFires_downSampled,0.177777777777778,cv_glmnet,200,45
395,other,936.9,7,1,405,927,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
395,other,936.9,7,1,936.9,928,CanadaFires_downSampled,0.177777777777778,cv_glmnet,937,45
395,other,936.9,7,2,101.25,929,CanadaFires_downSampled,0.177777777777778,cv_glmnet,99,45
395,other,936.9,7,2,202.5,930,CanadaFires_downSampled,0.177777777777778,cv_glmnet,200,45
395,other,936.9,7,2,405,931,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
395,other,936.9,7,2,936.9,932,CanadaFires_downSampled,0.177777777777778,cv_glmnet,937,45
395,other,936.9,7,3,101.25,933,CanadaFires_downSampled,0.177777777777778,cv_glmnet,99,45
395,other,936.9,7,3,202.5,934,CanadaFires_downSampled,0.2,cv_glmnet,200,45
395,other,936.9,7,3,405,935,CanadaFires_downSampled,0.177777777777778,cv_glmnet,402,45
395,other,936.9,7,3,936.9,936,CanadaFires_downSampled,0.177777777777778,cv_glmnet,937,45
306,other,1083.6,8,1,64.575,937,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,8,1,129.15,938,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,8,1,258.3,939,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,8,1,1083.6,940,CanadaFires_downSampled,0.206896551724138,cv_glmnet,1084,29
306,other,1083.6,8,2,64.575,941,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,8,2,129.15,942,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,8,2,258.3,943,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,8,2,1083.6,944,CanadaFires_downSampled,0.206896551724138,cv_glmnet,1084,29
306,other,1083.6,8,3,64.575,945,CanadaFires_downSampled,0.172413793103448,cv_glmnet,64,29
306,other,1083.6,8,3,129.15,946,CanadaFires_downSampled,0.172413793103448,cv_glmnet,128,29
306,other,1083.6,8,3,258.3,947,CanadaFires_downSampled,0.172413793103448,cv_glmnet,257,29
306,other,1083.6,8,3,1083.6,948,CanadaFires_downSampled,0.206896551724138,cv_glmnet,1084,29
326,other,936.9,8,1,101.25,949,CanadaFires_downSampled,0.0666666666666667,cv_glmnet,99,45
326,other,936.9,8,1,202.5,950,CanadaFires_downSampled,0.155555555555556,cv_glmnet,200,45
326,other,936.9,8,1,405,951,CanadaFires_downSampled,0.133333333333333,cv_glmnet,402,45
326,other,936.9,8,1,936.9,952,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
326,other,936.9,8,2,101.25,953,CanadaFires_downSampled,0.0444444444444444,cv_glmnet,99,45
326,other,936.9,8,2,202.5,954,CanadaFires_downSampled,0.133333333333333,cv_glmnet,200,45
326,other,936.9,8,2,405,955,CanadaFires_downSampled,0.155555555555556,cv_glmnet,402,45
326,other,936.9,8,2,936.9,956,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
326,other,936.9,8,3,101.25,957,CanadaFires_downSampled,0.111111111111111,cv_glmnet,99,45
326,other,936.9,8,3,202.5,958,CanadaFires_downSampled,0.133333333333333,cv_glmnet,200,45
326,other,936.9,8,3,405,959,CanadaFires_downSampled,0.133333333333333,cv_glmnet,402,45
326,other,936.9,8,3,936.9,960,CanadaFires_downSampled,0.155555555555556,cv_glmnet,937,45
329,other,1068.3,8,1,68.4,961,CanadaFires_downSampled,0.0333333333333333,cv_glmnet,65,30
329,other,1068.3,8,1,136.8,962,CanadaFires_downSampled,0.1,cv_glmnet,134,30
